"uhgv_genome","uhgv_votu","genome_length","is_jumbo_phage","gc_percent","cds_count","cds_density","avg_cds_length","cds_strand_switch_rate","genetic_code","is_recoded","trna_count_total","trna_count_suppressor","checkv_quality","checkv_completeness","checkv_completeness_method","checkv_trimmed","viral_confidence","genomad_virus_score","genomad_virus_hallmarks","genomad_plasmid_hallmarks","viralverify_prediction","viralverify_score","checkv_viral_markers","checkv_host_markers","uhgv_taxonomy","ictv_taxonomy","ictv_taxonomy_method","ictv_taxonomy_evidence","realm_name","kingdom_name","phylum_name","class_name","order_name","family_name","subfamily_name","genus_name","taxon_alias","crispr_host_lineage_gtdb_r207","crispr_total_connections","crispr_host_agreement","kmers_host_lineage_gtdb_r207","kmers_total_connections","kmers_host_agreement","host_lineage_gtdb_r207","host_prediction_method","crispr_host_range_genus_entropy","kmers_host_range_genus_entropy","crispr_host_range_red","kmers_host_range_red","bacphlip_temperate_score","bacphlip_virulent_score","has_integrase","lifestyle","lifestyle_evidence","dgr_present","anticrispr_num_genes","abricate_num_genes","http_url","MappedOnlyUHGV"
"UHGV-2156275","vOTU-170554",42800,"No",45.42,52,89.06,733.038,7.84,11,"No",0,0,"Medium-quality","56.02","HMM-based","No","Confident",0.978,8,0,"Virus","27.95",12,3,"vFAM-00066;vSUBFAM-03655;vOTU-170554","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=41; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","214","91.12","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","263","94.3","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.964979","0.890268","0.122135","0.067527",0.3,0.7,"No","lytic","BACPHLIP","Yes",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-215/UHGV-2156275",FALSE
"UHGV-0239099","vOTU-031321",24329,"No",48.8,40,86.93,528.75,12.82,11,"No",0,0,"Medium-quality","52.55","AAI-based","No","Confident",0.9684,3,0,"Uncertain - viral or bacterial","-0.33",17,1,"vFAM-00016;vSUBFAM-00066;vOTU-031321","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LR597639; proteomic-score=0.247; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae","5","100","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","9074","99.88","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli","PHIST","0.673012","0.00334351","0.010127","0.0",0.775,0.225,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-023/UHGV-0239099",FALSE
"UHGV-2162619","vOTU-153744",14096,"No",43.96,19,87.07,645.947,33.33,11,"No",0,0,"Low-quality","17.25","AAI-based","No","Uncertain",0.7512,1,0,"Uncertain - viral or bacterial","-6.54",0,1,"vFAM-00111;vSUBFAM-00541;vGENUS-13523;vOTU-153744","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=8; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","14","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","384","83.85","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.11637","0.939578","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-216/UHGV-2162619",TRUE
"UHGV-1354729","vOTU-054507",41874,"No",38.36,55,91.32,695.236,11.11,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9577,4,0,"Virus","18.89",7,0,"vFAM-00005;vSUBFAM-01782;vGENUS-16528;vSUBGEN-29876;vOTU-054507","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=24; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.1875,0.8125,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-135/UHGV-1354729",TRUE
"UHGV-0076470","vOTU-073579",36645,"No",37.75,51,92.57,665.118,6,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9798,15,0,"Virus","78.11",25,0,"vFAM-00035;vSUBFAM-01290;vGENUS-01254;vSUBGEN-29927;vOTU-073579","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=HG798901; proteomic-score=0.059; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","246","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","388","99.74","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215","PHIST","0.0","0.0179374","0.0","0.0",1,0,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-007/UHGV-0076470",FALSE
"UHGV-1433071","vOTU-117730",30959,"No",44.83,46,85.07,572.543,20,11,"No",0,0,"Medium-quality","71.56","AAI-based","No","Uncertain",0.9609,1,0,"Uncertain - plasmid or chromosomal","4.31",3,4,"vFAM-00009;vSUBFAM-00023;vGENUS-09186;vOTU-117730","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=23; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","148","89.19","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","1611","96.21","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","PHIST","0.0990891","0.0987412","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",2,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-143/UHGV-1433071",FALSE
"UHGV-0168274","vOTU-075245",42169,"No",43.02,64,91.85,605.203,7.94,11,"No",0,0,"High-quality","91.8","AAI-based","No","Confident",0.9735,3,0,"Virus","17.08",8,1,"vFAM-00028;vSUBFAM-00637;vGENUS-01283;vSUBGEN-30027;vOTU-075245","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=33; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","44","72.73","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","767","76.92","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","PHIST","0.664181","0.778558","0.063908","0.063908",0.197302,0.802698,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-016/UHGV-0168274",TRUE
"UHGV-0209533","vOTU-048493",7909,"No",36.57,7,86.52,977.571,16.67,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9824,6,0,"Virus","105.29",6,0,"vFAM-00125;vSUBFAM-00189;vGENUS-16601;vSUBGEN-30082;vOTU-048493","root;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae","geNomad-markers","gene-hits=6; agreement=1","Monodnaviria","Shotokuvirae","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","NULL","NULL","Other","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-020/UHGV-0209533",FALSE
"UHGV-0391322","vOTU-052467",42704,"No",40,61,88.14,617.016,6.56,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9777,9,0,"Virus","54.34",24,0,"vFAM-00003;vSUBFAM-00799;vGENUS-03811;vSUBGEN-30127;vOTU-052467","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=38; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum","54","98.15","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum","80","97.5","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum","PHIST","0.0","0.134236","0.0","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-039/UHGV-0391322",TRUE
"UHGV-1900965","vOTU-099272",4510,"No",42.06,5,90.33,814.8,0,11,"No",0,0,"Medium-quality","79.74","AAI-based","No","Uncertain",0.7344,0,0,"Virus","13.78",1,0,"vFAM-00072;vOTU-099272","root;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae","geNomad-markers","gene-hits=2; agreement=0.7209","Monodnaviria","Shotokuvirae","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","NULL","NULL","Cressdnaviricota","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris","38","86.84","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris","PHIST","NULL","0.326442","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-190/UHGV-1900965",TRUE
"UHGV-1442733","vOTU-016393",37565,"No",51.65,41,91.54,838.683,7.5,11,"No",0,0,"Medium-quality","77.61","AAI-based","No","Confident",0.9807,9,0,"Virus","33",8,1,"vFAM-00066;vSUBFAM-00132;vGENUS-04553;vOTU-016393","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=39; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","165","76.36","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","2112","86.7","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","1.25929","1.29286","0.08874","0.122135",0.05,0.95,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-144/UHGV-1442733",FALSE
"UHGV-1768965","vOTU-040102",18285,"No",41.5,31,78.92,465.484,20,11,"No",0,0,"Low-quality","30.21","AAI-based","No","Confident",0.9551,3,0,"Virus","7.71",3,1,"vFAM-00009;vSUBFAM-00081;vOTU-040102","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=18; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus","15","93.33","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","425","94.12","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.24493","1.0543","NULL","NULL",0.1875,0.8125,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-176/UHGV-1768965",TRUE
"UHGV-0061464","vOTU-100668",28547,"No",45.55,36,91.31,724.083,22.22,11,"No",0,0,"Low-quality","48.43","AAI-based","No","Confident",0.9689,6,0,"Virus","25.72",19,0,"vFAM-00017;vSUBFAM-00014;vGENUS-14444;vOTU-100668","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=MG711463; proteomic-score=0.235; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","6","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","26","76.92","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans","PHIST","0.0","0.953687","NULL","NULL",0.876955,0.123045,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-006/UHGV-0061464",FALSE
"UHGV-1374189","vOTU-057359",37556,"No",46.36,55,92.55,631.964,7.41,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9815,10,0,"Virus","61.29",25,0,"vFAM-00003;vSUBFAM-06571;vGENUS-16749;vSUBGEN-30494;vOTU-057359","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=AY616446; proteomic-score=0.131; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii","98","94.9","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii","8","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii","CRISPR","0.0","0.0","0.0","0.0",1,0,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-137/UHGV-1374189",FALSE
"UHGV-1862831","vOTU-138071",71785,"No",33.98,65,86.8,958.569,11.76,11,"No",3,0,"Low-quality","42.93","AAI-based","No","Confident",0.9673,4,0,"Virus","29.39",17,0,"vFAM-00020;vSUBFAM-01097;vGENUS-07565;vOTU-138071","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=39; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus","20","70","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","14","78.57","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus","CRISPR","1.07908","1.6661","NULL","NULL",1,0,"No","temperate","BACPHLIP","No",1,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-186/UHGV-1862831",FALSE
"UHGV-0264804","vOTU-001860",42264,"No",48.53,64,87.27,576.328,15.87,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9693,10,0,"Virus","51.78",18,0,"vFAM-00060;vSUBFAM-03321;vGENUS-16773;vSUBGEN-30583;vOTU-001860","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=29; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia","3","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae","10","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae","PHIST","0.636514","0.673012","0.268347","0.0",0.9875,0.0125,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-026/UHGV-0264804",FALSE
"UHGV-0100839","vOTU-096577",10377,"No",52.45,16,88.18,571.875,13.33,11,"No",0,0,"Low-quality","22.66","AAI-based","No","Uncertain",0.9776,0,0,"Virus","11.41",1,1,"vFAM-00001;vSUBFAM-00114;vGENUS-00207;vOTU-096577","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=9; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae","6","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","496","90.73","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii","PHIST","0.636514","0.481023","NULL","NULL",1,0,"Yes","temperate","integrase","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-010/UHGV-0100839",TRUE
"UHGV-0388755","vOTU-052148",6209,"No",40.46,6,87.74,908,0,11,"No",0,0,"Complete","100","DTR","No","Confident",0.9821,1,0,"Virus","13.34",3,0,"vFAM-00013;vSUBFAM-00017;vGENUS-00023;vSUBGEN-00011;vOTU-052148","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","geNomad-markers","gene-hits=5; agreement=1","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","270","95.93","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","CRISPR","0.101483","NULL","0.0","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0388755",TRUE
"UHGV-0083641","vOTU-110045",30618,"No",63.92,53,87.89,507.736,5.77,11,"No",1,0,"Medium-quality","86.73","AAI-based","No","Confident",0.9574,7,0,"Virus","22.36",16,1,"vFAM-00022;vSUBFAM-07525;vGENUS-20939;vOTU-110045","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=23; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","53","100","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","27","100","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta","CRISPR","0.0","0.0","0.0","0.0",0.2,0.8,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-008/UHGV-0083641",TRUE
"UHGV-1987239","vOTU-126020",10967,"No",41.71,13,92.43,779.769,0,11,"No",0,0,"Low-quality","11.73","HMM-based","No","Uncertain",0.8624,0,0,"Uncertain - viral or bacterial","-6.28",2,1,"vFAM-00126;vOTU-126020","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=3; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","NULL","NULL","NULL","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","111","99.1","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae","PHIST","NULL","1.79665","NULL","NULL",0.147182,0.852817,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-198/UHGV-1987239",TRUE
"UHGV-1978718","vOTU-041283",16166,"No",49.05,19,90.1,766.579,11.11,11,"No",0,0,"Low-quality","12.76","AAI-based","No","Uncertain",0.928,1,0,"Uncertain - viral or bacterial","5.23",0,0,"vFAM-00028;vSUBFAM-00482;vGENUS-20104;vOTU-041283","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","top-genome-hit","accession=LC168164; proteomic-score=0.074; lca-rank=family","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A","1","100","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","730","72.19","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae","PHIST","0.0","1.63673","NULL","NULL",0.112652,0.887348,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-197/UHGV-1978718",TRUE
"UHGV-0386577","vOTU-086166",6724,"No",40.11,9,90.66,677.333,0,11,"No",0,0,"High-quality","99.9","AAI-based","No","Confident",0.9827,2,0,"Virus","11.86",4,0,"vFAM-00030;vSUBFAM-00119;vGENUS-00056;vSUBGEN-00035;vOTU-086166","root;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae","geNomad-markers","gene-hits=8; agreement=1","Monodnaviria","Sangervirae","Phixviricota","Malgrandaviricetes","Petitvirales","Microviridae","NULL","NULL","Microviridae","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","5","100","NULL","NULL","NULL","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris","CRISPR","0.0","NULL","0.0","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-038/UHGV-0386577",TRUE
"UHGV-0152256","vOTU-027531",28268,"No",41.24,55,92.26,474.164,17.24,11,"No",1,0,"Low-quality","47.4","HMM-based","Yes","Confident",0.972,5,0,"Virus","32.13",13,4,"vFAM-00010;vSUBFAM-01933;vGENUS-11017;vOTU-027531","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=30; agreement=1","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia","211","97.63","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935","10","90","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia","CRISPR","0.137095","0.325083","NULL","NULL",0.85,0.15,"No","temperate","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-015/UHGV-0152256",TRUE
"UHGV-1307394","vOTU-000685",8328,"No",41.11,21,90.96,360.714,11.11,11,"No",0,0,"Complete","100","DTR","No","Confident",0.8715,0,0,"Uncertain - viral or bacterial","-2.22",0,1,"vFAM-00072;vSUBFAM-00266;vGENUS-04085;vSUBGEN-30941;vOTU-000685","root;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae","geNomad-markers","gene-hits=6; agreement=1","Monodnaviria","Loebvirae","Hofneiviricota","Faserviricetes","Tubulavirales","Inoviridae","NULL","NULL","Inoviridae","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","32","100","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","169","96.45","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster","PHIST","0.0","0.19749","0.0","0.0",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-130/UHGV-1307394",TRUE
"UHGV-1976441","vOTU-019231",23818,"No",52.69,14,91.9,1563.43,7.69,11,"No",1,0,"Low-quality","32.22","AAI-based","No","Uncertain",0.9648,1,0,"Uncertain - plasmid or chromosomal","-5.92",1,4,"vFAM-00066;vSUBFAM-00132;vGENUS-10145;vOTU-019231","root;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes","geNomad-markers","gene-hits=9; agreement=0.9884","Duplodnaviria","Heunggongvirae","Uroviricota","Caudoviricetes","NULL","NULL","NULL","NULL","Caudovirales","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales","110","99.09","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola","1481","74.81","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola","PHIST","1.068","0.878","NULL","NULL",0.188122,0.811878,"No","lytic","BACPHLIP","No",0,0,"https://portal.nersc.gov/UHGV/votu_reps/UHGV-197/UHGV-1976441",TRUE
